Date,Price,Open,High,Low,Change %
10-09-2004,18552,18458,18598,18412,0.62
09-09-2004,18437,18463,18542,18343,-0.17
08-09-2004,18468,18396,18502,18249,0.39
07-09-2004,18396,18562,18637,18343,-0.95
06-09-2004,18573,18550,18632,18538,0.34
03-09-2004,18511,18767,18800,18432,-1.44
02-09-2004,18780,18886,18901,18752,-0.54
01-09-2004,18883,18963,18975,18805,-0.35
31-08-2004,18949,18837,19027,18798,0.66
30-08-2004,18825,18662,18933,18610,0.97
27-08-2004,18644,18817,18929,18538,-0.92
26-08-2004,18817,18812,18914,18695,0.1
25-08-2004,18798,18639,18878,18639,0.91
24-08-2004,18630,18865,18900,18591,-1.19
23-08-2004,18853,19023,19032,18853,-1.18
20-08-2004,19078,18769,19133,18697,1.52
19-08-2004,18793,18693,18850,18682,0.53
18-08-2004,18693,18693,18743,18580,-0.05
17-08-2004,18702,18628,18752,18508,0.34
16-08-2004,18640,18453,18659,18453,1.23
13-08-2004,18414,18250,18463,18128,1.1
12-08-2004,18212,18304,18377,18163,-0.42
11-08-2004,18290,18379,18410,18151,-0.75
10-08-2004,18427,18508,18564,18406,-0.5
09-08-2004,18520,18402,18563,18363,0.23
06-08-2004,18477,18150,18535,18123,1.65
05-08-2004,18177,18157,18220,18070,0.11
04-08-2004,18157,18235,18258,18056,-0.42
03-08-2004,18235,18072,18273,18000,0.63
02-08-2004,18121,18262,18282,18072,-0.01
30-07-2004,18123,17978,18180,17972,0.75
29-07-2004,17988,17940,18168,17883,0.07
28-07-2004,17975,17891,18034,17818,0.41
27-07-2004,17902,18068,18188,17795,-0.79
26-07-2004,18045,18088,18161,17987,0.14
23-07-2004,18020,18251,18293,17924,-1.2
22-07-2004,18239,18317,18413,18183,-0.49
21-07-2004,18328,18432,18512,18162,-0.44
20-07-2004,18409,18696,18750,18367,-1.47
19-07-2004,18683,18583,18767,18451,0.47
16-07-2004,18596,18577,18700,18494,0.08
15-07-2004,18582,18536,18663,18493,0.06
14-07-2004,18570,18434,18623,18434,0.9
13-07-2004,18404,18584,18650,18321,-0.97
12-07-2004,18584,18567,18673,18484,0.11
09-07-2004,18564,18546,18643,18507,-0.11
08-07-2004,18584,18389,18678,18287,1.09
07-07-2004,18384,18036,18457,18024,2.06
06-07-2004,18013,18209,18363,17879,-1
05-07-2004,18195,18146,18257,18135,0.26
02-07-2004,18148,18106,18274,17934,0.16
01-07-2004,18120,18116,18177,18009,0.09
30-06-2004,18104,18059,18196,17994,0.4
29-06-2004,18031,18409,18424,17982,-1.87
28-06-2004,18375,18426,18575,18302,-0.16
25-06-2004,18405,18423,18486,18328,-0.06
24-06-2004,18416,18005,18490,17978,2.26
23-06-2004,18009,18233,18303,17927,-1.23
22-06-2004,18233,18052,18306,18001,0.95
21-06-2004,18061,17970,18193,17931,0.41
18-06-2004,17988,17639,18068,17545,1.85
17-06-2004,17661,17435,17684,17368,1.29
16-06-2004,17437,17584,17666,17359,-0.9
15-06-2004,17595,17373,17626,17276,1.41
14-06-2004,17350,17358,17466,17258,0.11
11-06-2004,17331,17336,17356,17269,-0.08
10-06-2004,17345,17201,17445,17174,0.64
09-06-2004,17234,17594,17605,17210,-1.92
08-06-2004,17572,17723,17817,17560,-0.77
07-06-2004,17708,17586,17735,17586,0.69
04-06-2004,17586,17510,17621,17373,0.5
03-06-2004,17499,17693,17753,17474,-1.03
02-06-2004,17682,17865,17999,17677,-1.06
01-06-2004,17871,17956,18091,17829,-0.52
31-05-2004,17965,17861,18043,17861,0.57
28-05-2004,17863,17905,17998,17805,-0.3
27-05-2004,17916,17598,17957,17592,1.85
26-05-2004,17592,17587,17767,17547,0.22
25-05-2004,17553,17436,17675,17414,0.54
24-05-2004,17459,17376,17483,17319,0.41
21-05-2004,17387,17176,17485,17176,1.3
20-05-2004,17165,17236,17250,17092,-0.35
19-05-2004,17225,17086,17276,17040,0.71
18-05-2004,17104,17195,17320,17027,-0.66
17-05-2004,17218,17058,17523,17058,0.52
14-05-2004,17129,16897,17147,16852,1.15
13-05-2004,16933,17116,17267,16841,-0.93
12-05-2004,17093,17131,17391,17063,-0.05
11-05-2004,17102,16950,17239,16927,0.7
10-05-2004,16983,16918,17014,16693,0.58
07-05-2004,16885,17281,17290,16819,-2.23
06-05-2004,17270,17492,17576,17231,-1.36
05-05-2004,17508,17487,17641,17371,0.25
04-05-2004,17464,17346,17559,17299,0.75
03-05-2004,17334,17272,17467,17220,0.78
30-04-2004,17199,17212,17335,17134,0.06
29-04-2004,17190,16957,17201,16757,1.24
28-04-2004,16979,17577,17581,16928,-3.43
27-04-2004,17582,17454,17629,17447,0.75
26-04-2004,17451,17399,17537,17301,0.4
23-04-2004,17381,17394,17462,17259,-0.01
22-04-2004,17383,17196,17383,17163,1.35
21-04-2004,17152,17349,17366,17115,-0.84
20-04-2004,17298,17570,17596,17298,-1.44
19-04-2004,17550,17489,17804,17489,0.25
16-04-2004,17507,17547,17609,17370,-0.11
15-04-2004,17525,17555,17612,17363,-0.1
14-04-2004,17542,17770,17802,17317,-1.22
13-04-2004,17759,18295,18390,17693,-2.73
12-04-2004,18258,18289,18401,18173,-0.19
09-04-2004,18292,18232,18358,18232,0.21
08-04-2004,18254,18349,18461,18196,-0.64
07-04-2004,18371,18267,18412,18117,0.51
06-04-2004,18278,18103,18332,18071,1.02
05-04-2004,18092,18391,18424,18012,-0.98
02-04-2004,18271,18429,18737,18200,-0.85
01-04-2004,18429,18425,18636,18382,-0.15
31-03-2004,18457,18511,18603,18245,-0.37
30-03-2004,18525,18355,18551,18344,0.8
29-03-2004,18377,18687,18704,18263,-1.98
26-03-2004,18748,18602,18764,18489,0.82
25-03-2004,18595,18530,18685,18528,0.23
24-03-2004,18552,18774,18782,18536,-1.24
23-03-2004,18785,18780,18819,18584,0.09
22-03-2004,18769,18595,18836,18540,0.98
19-03-2004,18586,18559,18638,18452,0.03
18-03-2004,18581,18369,18695,18332,1.09
17-03-2004,18380,18158,18391,18128,1.09
16-03-2004,18182,18069,18257,18026,0.81
15-03-2004,18035,17908,18098,17865,0.99
12-03-2004,17857,18182,18204,17830,-1.72
11-03-2004,18170,18049,18190,17944,0.62
10-03-2004,18058,18212,18268,17947,-0.57
09-03-2004,18162,18139,18337,18064,0.25
08-03-2004,18116,18099,18129,17999,-0.24
05-03-2004,18161,17757,18161,17746,2.26
04-03-2004,17760,17738,17913,17681,-0.06
03-03-2004,17772,17742,17794,17523,0.12
02-03-2004,17750,18037,18128,17661,-1.7
01-03-2004,18057,17950,18206,17893,0.95
27-02-2004,17888,17858,17984,17716,0.19
26-02-2004,17854,17868,17976,17643,0
25-02-2004,17855,18242,18286,17721,-2.19
24-02-2004,18254,18032,18286,17986,1.21
23-02-2004,18034,17986,18108,17904,0.37
20-02-2004,17968,18563,18589,17808,-2.97
19-02-2004,18518,18574,18636,18429,-0.06
18-02-2004,18528,18761,18851,18503,-1.24
17-02-2004,18761,18586,18809,18570,0.87
16-02-2004,18599,18544,18622,18474,0.53
13-02-2004,18501,18606,18850,18349,-0.71
12-02-2004,18633,18568,18692,18500,0.35
11-02-2004,18568,18348,18602,18281,1.27
10-02-2004,18336,18366,18541,18326,-0.14
09-02-2004,18362,18199,18429,18187,0.74
06-02-2004,18227,17944,18351,17850,1.64
05-02-2004,17933,18115,18141,17918,-1.01
04-02-2004,18115,18097,18144,17999,0.22
03-02-2004,18074,18013,18261,18008,0.4
02-02-2004,18002,18178,18235,17822,-1.04
30-01-2004,18192,18073,18223,18020,0.65
29-01-2004,18073,18544,18624,17911,-2.78
28-01-2004,18589,18574,18789,18485,0.02
27-01-2004,18585,18274,18651,18229,1.53
26-01-2004,18305,18440,18511,18285,-1
23-01-2004,18490,18582,18711,18393,-0.38
22-01-2004,18560,18600,18712,18477,-0.17
21-01-2004,18591,18687,18750,18471,-0.57
20-01-2004,18699,18455,18733,18371,1.19
19-01-2004,18478,18501,18564,18428,0.31
16-01-2004,18421,18577,18625,18363,-0.66
15-01-2004,18543,19045,19089,18472,-2.35
14-01-2004,18989,19207,19267,18916,-1.08
13-01-2004,19196,19277,19374,19134,-0.22
12-01-2004,19238,19360,19467,19187,-0.63
09-01-2004,19360,19241,19365,19057,0.56
08-01-2004,19252,19092,19316,18975,0.77
07-01-2004,19106,19219,19290,19067,-0.65
06-01-2004,19231,19307,19640,19171,-0.25
05-01-2004,19279,18954,19363,18906,1.96
02-01-2004,18909,18873,19027,18873,-0.02
01-01-2004,18912,18909,18917,18898,0
31-12-2003,18911,18924,19033,18832,-0.05
30-12-2003,18920,18854,19003,18850,0.3
29-12-2003,18864,18725,18919,18725,0.85
26-12-2003,18705,18760,18831,18705,-0.01
25-12-2003,18707,18710,18794,18707,-0.01
24-12-2003,18710,18683,18778,18654,0.32
23-12-2003,18649,18629,18723,18550,0.07
22-12-2003,18635,18535,18748,18535,0.34
19-12-2003,18573,18665,18684,18502,-0.52
18-12-2003,18670,18720,18720,18514,-0.27
17-12-2003,18720,18545,18764,18482,1.07
16-12-2003,18523,18655,18685,18478,-0.47
15-12-2003,18610,18560,18662,18242,0.05
12-12-2003,18601,18431,18627,18402,1.07
11-12-2003,18404,18397,18486,18282,-0.12
10-12-2003,18426,18569,18691,18406,-0.74
09-12-2003,18564,18469,18625,18437,0.33
08-12-2003,18503,18476,18633,18395,0.07
05-12-2003,18490,18346,18521,18164,0.76
04-12-2003,18350,18410,18438,18195,-0.45
03-12-2003,18433,18369,18433,18232,0.15
02-12-2003,18405,18371,18489,18186,-0.07
01-12-2003,18417,18174,18417,18098,1.34
28-11-2003,18174,18111,18283,18087,0.36
27-11-2003,18109,18153,18210,18109,-0.37
26-11-2003,18176,17927,18357,17900,1.39
25-11-2003,17927,17942,18080,17847,0.02
24-11-2003,17923,18085,18167,17842,-0.85
21-11-2003,18076,18013,18157,17931,0.34
20-11-2003,18016,17994,18139,17885,0.15
19-11-2003,17989,18132,18220,17861,-0.72
18-11-2003,18120,17748,18120,17739,2.23
17-11-2003,17726,18067,18134,17510,-1.52
14-11-2003,17999,17899,18099,17862,0.59
13-11-2003,17894,17851,18023,17787,0.4
12-11-2003,17823,17539,17924,17515,1.73
11-11-2003,17521,17413,17591,17413,0.43
10-11-2003,17445,17342,17490,17280,0.66
07-11-2003,17331,17176,17338,16964,0.98
06-11-2003,17162,17255,17365,17133,-0.38
05-11-2003,17228,17202,17388,17129,0.24
04-11-2003,17188,17079,17210,17022,0.73
03-11-2003,17063,17410,17447,16993,-1.94
31-10-2003,17401,17337,17623,17238,0.32
30-10-2003,17346,17499,17719,17266,-0.77
29-10-2003,17480,17335,17555,17144,0.85
28-10-2003,17333,17600,17600,17283,-1.43
27-10-2003,17584,17576,17607,17463,-0.05
24-10-2003,17592,17382,17756,17374,1.16
23-10-2003,17391,17382,17405,17382,-0.4
22-10-2003,17460,17228,17520,17176,1.19
21-10-2003,17256,16901,17263,16889,2.07
20-10-2003,16905,16878,16939,16761,0.55
17-10-2003,16813,16824,16883,16559,0.05
16-10-2003,16804,16986,17024,16775,-1.18
15-10-2003,17004,17093,17174,16922,-0.7
14-10-2003,17123,16972,17183,16912,0.78
13-10-2003,16990,16943,17018,16743,0.42
10-10-2003,16919,16717,16931,16705,1.28
09-10-2003,16705,16993,17089,16616,-1.53
08-10-2003,16966,17052,17108,16948,-0.33
07-10-2003,17022,16901,17101,16893,0.73
06-10-2003,16898,16825,16941,16756,0.95
03-10-2003,16739,17379,17504,16595,-3.7
02-10-2003,17382,17526,17564,17275,-0.65
01-10-2003,17497,17542,17608,17395,-0.34
30-09-2003,17556,17507,17735,17404,0.48
29-09-2003,17473,17431,17605,17366,0.52
26-09-2003,17382,17629,17702,17314,-1.53
25-09-2003,17652,17770,17994,17554,-0.75
24-09-2003,17786,17625,17786,17534,1.02
23-09-2003,17607,17652,17732,17516,-0.41
22-09-2003,17679,17545,17753,17543,1.07
19-09-2003,17493,17281,17581,17205,1.25
18-09-2003,17277,17228,17438,17215,0.08
17-09-2003,17263,17072,17279,17051,1.08
16-09-2003,17079,17100,17240,17022,-0.04
15-09-2003,17086,17160,17242,17032,-0.23
12-09-2003,17126,17316,17425,17122,-1.25
11-09-2003,17343,17347,17416,17128,-0.06
10-09-2003,17354,17476,17501,17260,-0.78
09-09-2003,17491,17138,17547,17138,1.86
08-09-2003,17171,17262,17272,17069,-0.55
05-09-2003,17266,17116,17334,16969,0.79
04-09-2003,17130,17185,17185,16930,0
03-09-2003,17130,17041,17213,16918,0.59
02-09-2003,17029,17202,17382,17018,-0.94
01-09-2003,17190,17145,17338,17122,-0.05
29-08-2003,17199,16938,17283,16889,1.57
28-08-2003,16933,16996,17037,16865,-0.46
27-08-2003,17012,16701,17134,16630,1.89
26-08-2003,16697,16534,16772,16443,0.94
25-08-2003,16541,16585,16692,16529,-0.43
22-08-2003,16613,16568,16672,16359,0.41
21-08-2003,16545,16774,16774,16397,-1.32
20-08-2003,16766,16561,16791,16536,1.26
19-08-2003,16557,16419,16592,16300,0.86
18-08-2003,16415,16660,16685,16362,-1.51
15-08-2003,16667,16792,16832,16637,-0.61
14-08-2003,16769,16609,16783,16127,0.86
13-08-2003,16627,16432,16664,16312,1.19
12-08-2003,16432,16607,16630,16425,-1.08
11-08-2003,16612,16369,16617,16369,1.4
08-08-2003,16383,16158,16445,16158,1.32
07-08-2003,16169,16157,16223,16041,-0.06
06-08-2003,16180,16197,16273,16060,-0.18
05-08-2003,16209,16110,16225,16016,0.61
04-08-2003,16110,15991,16136,15949,0.49
01-08-2003,16031,16377,16396,15941,-2.02
31-07-2003,16361,16409,16601,16258,-0.32
30-07-2003,16414,16628,16631,16337,-1.36
29-07-2003,16640,16762,16843,16603,-0.97
28-07-2003,16804,16686,16928,16598,0.59
25-07-2003,16705,16651,16776,16553,0.39
24-07-2003,16640,16589,16732,16373,0.52
23-07-2003,16554,16159,16554,16147,2.56
22-07-2003,16141,16240,16315,16063,-0.54
21-07-2003,16229,16063,16261,16027,1.36
18-07-2003,16012,15873,16051,15832,0.73
17-07-2003,15896,15823,15944,15730,0.42
16-07-2003,15830,15747,15893,15680,0.58
15-07-2003,15738,15977,16132,15687,-1.57
14-07-2003,15989,15895,16009,15832,0.78
11-07-2003,15865,15899,15924,15745,-0.5
10-07-2003,15945,15909,15945,15785,0.2
09-07-2003,15914,15900,15981,15840,0.03
08-07-2003,15909,16092,16124,15810,-1.18
07-07-2003,16099,16250,16291,16064,-0.72
04-07-2003,16215,16246,16298,16211,-0.21
03-07-2003,16250,16255,16303,16159,-0.1
02-07-2003,16266,16269,16321,16232,0.13
01-07-2003,16246,16064,16369,15978,1.24
30-06-2003,16048,15962,16094,15932,0.21
27-06-2003,16014,15974,16123,15881,0.18
26-06-2003,15985,16145,16224,15943,-0.94
25-06-2003,16136,16137,16249,16119,0.06
24-06-2003,16125,16412,16639,16062,-1.67
23-06-2003,16398,16608,16695,16305,-1.07
20-06-2003,16576,16811,16865,16497,-1.59
19-06-2003,16843,16613,16865,16477,1.4
18-06-2003,16611,16867,16926,16553,-1.42
17-06-2003,16850,16720,16969,16678,0.77
16-06-2003,16722,16652,16845,16561,0.66
13-06-2003,16613,16456,16636,16368,1.04
12-06-2003,16442,16531,16588,16358,-0.47
11-06-2003,16520,16470,16942,16401,0.52
10-06-2003,16435,16889,16932,16392,-2.69
09-06-2003,16889,16990,17172,16870,-0.68
06-06-2003,17005,17182,17251,16911,-1.13
05-06-2003,17198,16905,17263,16888,1.93
04-06-2003,16872,17114,17140,16853,-1.33
03-06-2003,17100,17211,17264,17011,-0.7
02-06-2003,17220,17008,17267,16926,0.55
30-05-2003,17125,17289,17331,16933,-1.07
29-05-2003,17311,17128,17357,16917,1.47
28-05-2003,17060,17064,17202,16807,0.05
27-05-2003,17052,17359,17541,17040,-1.91
26-05-2003,17385,17188,17386,17188,0.9
23-05-2003,17230,17259,17363,17127,0.02
22-05-2003,17226,17398,17421,17151,-0.85
21-05-2003,17375,17246,17459,17007,0.84
20-05-2003,17229,17197,17330,17080,0.39
19-05-2003,17162,16791,17162,16726,2.96
16-05-2003,16669,16531,16765,16519,0.76
15-05-2003,16543,16566,16753,16505,-0.18
14-05-2003,16573,16468,16677,16403,0.83
13-05-2003,16437,16502,16565,16411,-0.53
12-05-2003,16525,16439,16582,16433,0.73
09-05-2003,16405,16415,16468,16336,-0.13
08-05-2003,16427,16194,16474,16148,1.88
07-05-2003,16124,16235,16283,15994,-0.65
06-05-2003,16230,16131,16273,16079,0.56
05-05-2003,16140,16165,16190,16098,0.26
02-05-2003,16098,16136,16223,16013,-0.23
01-05-2003,16136,16043,16214,15975,0.62
30-04-2003,16036,15812,16048,15812,1.57
29-04-2003,15788,15763,15802,15644,0.09
28-04-2003,15774,15741,15862,15574,0.21
25-04-2003,15741,15782,15827,15694,-0.33
24-04-2003,15793,15666,15825,15648,0.81
23-04-2003,15666,15706,15879,15630,-0.34
22-04-2003,15719,15763,15905,15708,-0.29
21-04-2003,15766,15443,15777,15436,2.14
18-04-2003,15436,15436,15443,15436,-0.03
17-04-2003,15440,15437,15490,15412,0.11
16-04-2003,15423,15336,15439,15253,0.5
15-04-2003,15345,15381,15407,15213,-0.22
14-04-2003,15379,15461,15474,15343,-0.77
11-04-2003,15498,15415,15522,15267,0.46
10-04-2003,15427,15469,15515,15330,-0.24
09-04-2003,15465,15285,15465,15202,1.13
08-04-2003,15292,15267,15342,15121,0.08
07-04-2003,15279,15220,15289,15106,-0.8
04-04-2003,15402,15382,15402,15255,0.13
03-04-2003,15382,15574,15574,15274,-1.38
02-04-2003,15597,15896,15912,15467,-1.8
01-04-2003,15884,15996,16057,15791,-0.55
31-03-2003,15972,15765,15972,15765,1.51
28-03-2003,15734,15611,15763,15597,0.9
27-03-2003,15595,15699,15877,15557,-0.51
26-03-2003,15675,15617,15760,15595,0.45
25-03-2003,15605,15687,15911,15553,-0.62
24-03-2003,15703,15612,15737,15473,1.34
21-03-2003,15495,15808,15942,15481,-2.05
20-03-2003,15820,16017,16068,15779,-1.13
19-03-2003,16001,16094,16215,15913,-0.42
18-03-2003,16068,16023,16206,15888,0.36
17-03-2003,16011,15938,16442,15916,0.16
14-03-2003,15985,15885,16085,15766,0.57
13-03-2003,15895,16452,16464,15757,-3.28
12-03-2003,16433,16649,16694,16419,-1.41
11-03-2003,16668,16857,16900,16553,-1.2
10-03-2003,16869,16711,16889,16711,1.41
07-03-2003,16635,16921,17002,16560,-1.72
06-03-2003,16925,16791,16954,16757,0.8
05-03-2003,16791,16803,16984,16701,0.21
04-03-2003,16756,16641,16847,16594,0.69
03-03-2003,16641,16563,16641,16400,0.11
28-02-2003,16622,16396,16684,16384,1.23
27-02-2003,16420,16862,16992,16408,-2.51
26-02-2003,16843,16736,16915,16696,0.7
25-02-2003,16727,16999,17194,16693,-1.53
24-02-2003,16987,16770,17037,16673,1.66
21-02-2003,16710,16774,16916,16681,-0.3
20-02-2003,16760,16624,16878,16624,0.69
19-02-2003,16646,16382,16646,16298,1.73
18-02-2003,16363,16538,16593,16327,-0.92
17-02-2003,16514,16727,16727,16290,-1.41
14-02-2003,16750,17048,17110,16651,-1.64
13-02-2003,17030,16743,17111,16654,1.68
12-02-2003,16748,17284,17388,16708,-3.05
11-02-2003,17275,17225,17380,17168,0.19
10-02-2003,17242,17572,17774,17237,-1.99
07-02-2003,17591,17588,17829,17477,-0.19
06-02-2003,17624,17593,17920,17536,-0.52
05-02-2003,17717,18229,18544,17702,-2.64
04-02-2003,18198,17697,18198,17697,2.76
03-02-2003,17709,17542,17749,17542,0.75
31-01-2003,17577,17668,17758,17512,-0.45
30-01-2003,17656,17476,17663,17322,0.92
29-01-2003,17495,17665,17730,17426,-0.88
28-01-2003,17650,17626,17678,17505,-0.07
27-01-2003,17662,17608,17842,17565,0.34
24-01-2003,17602,17359,17676,17353,1.35
23-01-2003,17368,17279,17579,17268,0.59
22-01-2003,17267,17114,17267,17099,0.78
21-01-2003,17133,17047,17133,16898,0.53
20-01-2003,17042,17063,17099,17025,-0.01
17-01-2003,17043,17098,17155,17000,-0.46
16-01-2003,17122,16790,17158,16770,2.08
15-01-2003,16774,16807,16930,16668,-0.2
14-01-2003,16807,16954,16975,16791,-0.87
13-01-2003,16954,16909,16981,16806,-0.1
10-01-2003,16971,16890,17040,16770,0.48
09-01-2003,16890,16921,17092,16801,-0.18
08-01-2003,16921,16621,17019,16521,1.8
07-01-2003,16621,16821,16821,16497,-1.19
06-01-2003,16821,16790,17095,16769,0.02
03-01-2003,16819,16555,16876,16465,1.59
02-01-2003,16555,16604,16663,16420,-0.31
31-12-2002,16607,16440,16612,16344,1.02
30-12-2002,16440,16721,16761,16380,-1.65
27-12-2002,16716,16747,16819,16613,-0.18
26-12-2002,16747,16491,16783,16491,1.4
25-12-2002,16515,16587,16599,16443,-0.61
24-12-2002,16616,16545,16704,16512,0.31
23-12-2002,16565,16296,16589,16296,1.54
20-12-2002,16313,16578,16720,16279,-1.51
19-12-2002,16564,16529,17030,16475,0.46
18-12-2002,16488,16172,16488,16140,1.96
17-12-2002,16172,16179,16424,16124,-0.01
16-12-2002,16174,16017,16179,15967,1.01
13-12-2002,16013,15937,16153,15878,0.47
12-12-2002,15937,15597,16005,15578,2.18
11-12-2002,15597,15564,15631,15520,0.15
10-12-2002,15573,15682,15725,15520,-0.69
09-12-2002,15682,15703,15731,15621,-0.08
06-12-2002,15694,15624,15816,15597,0.45
05-12-2002,15624,15498,15641,15449,0.81
04-12-2002,15498,15447,15560,15394,0.33
03-12-2002,15447,15312,15459,15295,0.88
02-12-2002,15312,15376,15404,15226,-0.47
29-11-2002,15385,15315,15394,15282,0.45
28-11-2002,15317,15270,15334,15243,0.29
27-11-2002,15272,15304,15362,15205,-0.21
26-11-2002,15304,15298,15369,15263,0.04
25-11-2002,15298,15398,15472,15252,-0.9
22-11-2002,15437,15270,15495,15223,1.09
21-11-2002,15270,15292,15352,15253,-0.15
20-11-2002,15292,15332,15422,15273,-0.33
19-11-2002,15344,15358,15419,15322,-0.09
18-11-2002,15358,15408,15440,15298,-0.37
15-11-2002,15416,15329,15438,15305,0.57
14-11-2002,15329,15369,15404,15267,-0.23
13-11-2002,15364,15626,15667,15270,-1.68
12-11-2002,15626,15478,15636,15447,0.91
11-11-2002,15485,15481,15500,15406,0.01
08-11-2002,15483,15473,15589,15421,0.04
07-11-2002,15478,15342,15485,15337,0.79
06-11-2002,15356,15319,15361,15284,0.24
05-11-2002,15319,15361,15438,15319,-0.18
04-11-2002,15347,15393,15393,15279,-0.66
01-11-2002,15448,15335,15506,15325,0.74
31-10-2002,15335,15273,15351,15250,0.37
30-10-2002,15278,15290,15346,15247,-0.21
29-10-2002,15309,15250,15367,15245,0.41
28-10-2002,15247,15148,15247,15118,0.64
25-10-2002,15150,15054,15174,15046,0.69
24-10-2002,15047,15063,15096,14921,-0.04
23-10-2002,15053,15091,15165,15048,-0.33
22-10-2002,15103,15015,15134,15005,0.65
21-10-2002,15005,15111,15173,14967,-0.7
18-10-2002,15111,15042,15143,15015,0.49
17-10-2002,15037,15169,15227,14950,-0.97
16-10-2002,15184,15130,15213,15115,0.44
15-10-2002,15117,15342,15387,15067,-1.4
14-10-2002,15332,15318,15394,15307,0.38
11-10-2002,15274,15293,15372,15245,-0.07
10-10-2002,15285,15440,15484,15257,-0.94
09-10-2002,15430,15366,15446,15350,0.48
08-10-2002,15356,15557,15564,15354,-1.29
07-10-2002,15557,15570,15623,15506,0.07
04-10-2002,15546,15505,15597,15416,0.19
03-10-2002,15517,15574,15680,15488,-0.45
02-10-2002,15588,15443,15588,15443,0.84
01-10-2002,15458,15620,15639,15458,-1.07
30-09-2002,15625,15487,15676,15475,1.19
27-09-2002,15442,15461,15529,15398,-0.06
26-09-2002,15451,15567,15642,15393,-0.71
25-09-2002,15562,15752,15787,15562,-1.18
24-09-2002,15748,15575,15825,15575,1.09
23-09-2002,15578,15596,15680,15553,0.07
20-09-2002,15567,15604,15669,15485,-0.31
19-09-2002,15616,15480,15631,15439,0.93
18-09-2002,15473,15363,15514,15320,0.6
17-09-2002,15380,15248,15380,15144,0.32
16-09-2002,15330,15294,15369,15224,0.11
13-09-2002,15314,15426,15478,15261,-0.85
12-09-2002,15445,15341,15477,15312,0.58
11-09-2002,15356,15364,15386,15220,-0.11
10-09-2002,15373,15531,15544,15359,-1.09
09-09-2002,15543,15501,15688,15462,0.21
06-09-2002,15510,15428,15569,15386,0.46
05-09-2002,15440,15216,15440,15166,1.5
04-09-2002,15211,15173,15269,15119,0.12
03-09-2002,15193,15091,15222,15052,0.61
02-09-2002,15101,15126,15162,15091,-0.2
30-08-2002,15131,15210,15230,15107,-0.44
29-08-2002,15198,15004,15198,14982,1.33
28-08-2002,14999,15120,15136,14970,-0.89
27-08-2002,15134,14974,15156,14926,1.03
26-08-2002,14981,14891,15041,14857,0.8
23-08-2002,14862,14860,14895,14734,-0.02
22-08-2002,14865,14906,14913,14763,-0.33
21-08-2002,14914,14979,15029,14841,-0.4
20-08-2002,14974,14883,15017,14865,0.71
19-08-2002,14868,15227,15232,14766,-2.29
16-08-2002,15217,15285,15311,15144,-0.28
15-08-2002,15260,15107,15328,15105,0.98
14-08-2002,15112,15296,15424,15088,-1.25
13-08-2002,15303,15242,15303,15206,0.4
12-08-2002,15242,15226,15435,15208,-0.17
09-08-2002,15268,15089,15297,14997,1.25
08-08-2002,15079,15265,15280,15072,-1.12
07-08-2002,15251,14881,15282,14876,2.45
06-08-2002,14886,14926,14961,14798,-0.46
05-08-2002,14955,14923,15045,14899,0.22
02-08-2002,14921,14756,14955,14756,0.9
01-08-2002,14788,14747,14822,14499,0.34
31-07-2002,14737,14823,14888,14677,-0.5
30-07-2002,14811,14720,14867,14720,0.69
29-07-2002,14710,14762,14778,14681,-0.29
26-07-2002,14753,15079,15131,14653,-2.1
25-07-2002,15069,15118,15187,15018,-0.16
24-07-2002,15093,15225,15276,14948,-0.82
23-07-2002,15218,15693,15695,15135,-3.07
22-07-2002,15700,15813,15862,15659,-0.3
19-07-2002,15748,15467,15811,15467,1.8
18-07-2002,15470,15465,15497,15418,0.06
17-07-2002,15461,15477,15536,15373,-0.23
16-07-2002,15496,15493,15652,15428,-0.01
15-07-2002,15498,15389,15615,15389,0.78
12-07-2002,15377,15397,15455,15336,-0.21
11-07-2002,15409,15366,15488,15274,0.11
10-07-2002,15393,15405,15465,15303,-0.14
09-07-2002,15415,15224,15444,15163,1.17
08-07-2002,15236,15156,15279,15113,0.39
05-07-2002,15177,15147,15201,15138,0.24
04-07-2002,15140,15153,15179,15128,-0.08
03-07-2002,15153,15255,15317,15119,-0.66
02-07-2002,15253,15347,15401,15246,-0.66
01-07-2002,15355,15314,15355,15184,0.1
28-06-2002,15339,15511,15659,15307,-1.08
27-06-2002,15506,15572,15638,15420,-0.33
26-06-2002,15558,15692,15907,15558,-0.78
25-06-2002,15679,15746,15812,15508,-0.3
24-06-2002,15727,15864,15976,15717,-0.76
21-06-2002,15847,15780,15876,15735,0.25
20-06-2002,15807,15658,15834,15634,0.95
19-06-2002,15658,15640,15765,15582,0.15
18-06-2002,15635,15503,15642,15493,0.82
17-06-2002,15508,15609,15622,15505,-0.69
14-06-2002,15616,15563,15800,15558,0.37
13-06-2002,15558,15611,15644,15497,-0.26
12-06-2002,15599,15690,15736,15587,-0.61
11-06-2002,15695,15591,15702,15438,0.63
10-06-2002,15596,15826,15862,15532,-1.59
07-06-2002,15848,15932,16040,15826,-0.37
06-06-2002,15907,15728,15932,15714,1.19
05-06-2002,15720,15893,15993,15664,-0.92
04-06-2002,15866,16057,16229,15866,-1.17
03-06-2002,16055,15976,16077,15901,0.5
31-05-2002,15976,15878,16157,15841,0.54
30-05-2002,15890,15884,15978,15818,-0.01
